artists,artist_popularity_api,artist_peak_popularity,artist_track_count
Catching Flies,61.0,62,4
Catedral,43.33,44,3
Cathedral Bells,54.5,57,2
Catherine Feeny,54.0,54,1
Catherine Marie Charlton,22.8,26,5
Catherine Zeta-Jones;Susan Misner;Deidre Goodwin;Denise Faye;Ekaterina Chtchelkanova;Mya Harrison;Taye Diggs,57.0,57,1
Cathy Boyd,23.0,23,1
Catie Turner,11.55,67,22
Catnapp,31.0,45,5
Catscan,21.0,21,1
Cattle Decapitation,19.83,46,23
Catuaba Com Amendoim,37.5,38,2
Catupecu Machu,30.88,49,26
Catz 'n Dogz,40.22,50,9
Cauty;Hozwal,0.0,0,3
Cavaleiros do Forró,39.78,41,9
Cavalera Conspiracy,3.14,22,7
Cavalo De Pau,43.0,53,4
Cavetown,28.63,79,19
Caviar Com Rapadura,38.0,38,1
Cayouche,41.0,41,1
Cazuza,40.0,40,2
Ce'Cile,26.0,26,1
Cecilia Krull,46.2,62,5
Cedarmont Kids,46.75,52,4
CedMusic;Zate;Thomas Glenz,38.0,38,1
Cedric Armfeldt,49.0,49,1
Ceephax Acid Crew,13.24,34,17
Ceeys,56.0,56,1
Cefa;Lucas Silveira,30.0,30,1
Ceg,42.87,49,15
Cegıd,40.67,43,3
cehryl,54.0,54,1
Celeste,31.5,64,4
Celestial Alignment,20.67,56,3
Celestial Conscience,39.8,41,5
Celia Cruz,22.71,69,14
Celina,16.0,16,1
Celldweller,30.08,55,25
Celso Blues Boy,38.0,41,3
Celso Piña,0.0,0,1
Celtas Cortos,57.0,57,1
Celtic Frost,27.5,47,2
Celtic Thunder,22.12,28,32
Celtic Woman,30.33,55,21
Cem Adrian,38.71,42,7
Cem Öget,39.0,45,2
Cem Karaca,32.08,43,40
Cem Tuncer,33.5,36,2
Cemiyette Pişiyorum,36.6,37,5
Cende,21.0,21,1
Cengiz Kurtoğlu,39.0,39,1
Centhron,25.0,30,7
Centimillimental,57.0,57,1
Centinex,20.0,20,1
Central 3,43.75,50,16
Cepeda,46.0,48,3
Cephalic Carnage,13.0,14,2
Cepia,9.0,11,2
Ceres;Wil Wagner,29.0,29,1
Ceriumidis,30.0,30,1
Cerwen,36.0,36,1
Cesária Evora,26.31,59,16
Cesar Costa,32.14,39,7
Cesar Vega,32.0,32,1
Cesare Cremonini,0.44,1,9
Cestar;Stailok,39.43,47,7
Ceylan Ertem,37.91,39,11
Ceza,40.33,43,3
Cezar & Paulinho,45.4,50,5
Cha Cha Slide DJ's,7.0,7,1
Chad Daniels,24.85,28,13
Chad Hates George,27.0,28,2
Chad Kroeger;Josey Scott,66.0,66,1
Chad Lawson,34.38,53,13
Chain Reaction,21.0,21,1
Chain Whip,26.5,28,2
Chairlift,45.67,56,3
Chaka Khan,7.82,67,17
Cham,28.0,28,1
Chamath Sangeeth;Yohani;Satheeshan,67.0,67,1
Chambao,0.0,0,1
Chamin Correa,21.8,23,5
Chamin Madero,22.18,27,11
Champagne Drip;Lucii,55.33,56,3
Chancho En Piedra,39.83,50,24
CHANEY,56.0,56,2
Change,32.0,32,1
Chani Nattan;Inderpal Moga,75.0,75,2
Chantal Kreviazuk,55.0,55,1
Chantry Johnson,31.0,33,8
CHANYEOL;Punch,73.0,73,1
Chaos Descent,0.0,0,14
Chaos Team;Andy Luxx;Alex Engel,14.0,30,6
Chapa C,44.0,44,2
Chapel Of Disease,20.0,20,1
Chapo102;102 Boyz;LUNA,42.0,42,1
Chapter & Verse,55.0,60,3
Charan Raj;Ankita Kundu;Sanjith Hegde,44.0,47,4
Charlene Su,56.0,56,1
Charleon,53.0,53,1
Charles Gounod;Boston Symphony Orchestra;Seiji Ozawa,9.55,59,11
Charles Lecocq;Konstantin Mortensen,21.0,21,1
Charles Michael Brotman;Robi Kahakalau,25.0,25,1
Charles Pasi,0.0,0,1
Charli XCX;Rina Sawayama,0.43,5,28
Charlie Aponte;El Gran Combo De Puerto Rico;Andy Montañez;Paquito Guzman;Elliott Romero,29.0,29,1
Charlie Brown Jr.,42.35,55,185
Charlie Burg,66.0,70,3
Charlie Byrd,22.0,22,1
Charlie Cardona;Herencia de Timbiqui,31.0,31,1
Charlie Cruz,33.5,37,2
Charlie Cunningham,35.4,64,5
Charlie Feathers,34.5,46,2
Charlie Haden;Hank Jones,0.0,0,2
Charlie Hightone and The Rock-It´s,22.0,22,1
Charlie Hope,40.5,52,2
Charlie Parr,28.6,33,5
Charlie Puth,34.55,92,66
Charlie Recaido,21.0,21,1
Charlie Rich,45.2,60,5
Charlie Sparks (UK),61.0,61,1
Charlie Vergos,22.0,22,1
Charlie Walker,17.0,38,8
Charline Arthur,10.0,10,1
Charlo,21.4,27,5
Charlotte Church;James Horner,37.0,37,1
Charlotte de Witte,50.78,58,9
Charlotte Heinke;Jerry Marwig;Carolin Spieß;Bernhard Hofmann;Markus Richter,20.0,20,1
Charlotte Lawrence,61.0,61,1
Charly Black,39.14,68,35
Charly García,31.07,47,68
Charly Lownoise;Mental Theo,20.8,24,5
Charly Lownoise & Mental Theo,21.1,45,21
Charmaine D'Avis,68.0,68,1
Charmaine Fong,44.0,48,3
Charmian Carr;Angela Cartwright;Duane Chase;Nicholas Hammond;Kym Karath;Heather Menzies;Debbie Turner,51.67,52,3
Charon,22.0,22,1
Charta 77,39.0,39,2
Chas & Dave,24.5,25,2
Chase & Status,32.08,61,38
Chase & Status And Blossoms,36.0,36,1
Chatham County Line,20.0,20,3
Chatmonchy,31.0,31,1
Che'Nelle;Crystal Kay;Thelma Aoyama,0.0,0,1
Cheap Trick,26.1,69,29
Cheat Codes;AJ Mitchell,68.15,75,13
Checo Acosta,34.0,40,5
Cheer Chen,45.0,50,7
CHEHON,60.0,60,1
Chelsea Cutler,3.32,63,19
Chelsea Grin,41.62,53,8
Chema Rivas,60.75,65,4
CHEMISTRY,46.0,55,2
Chemlab,19.0,19,1
CHEN;BAEKHYUN;XIUMIN,64.5,67,2
Cheo Feliciano,30.5,34,2
Cher Lloyd,64.0,64,1
Cheriimoya;Sierra Kidd,47.0,83,5
Cherrie,31.5,34,2
Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Roz Ryan;Disney,58.5,61,2
Cheryl Lynn,48.5,66,2
Chess In Concert,21.0,23,6
Chester Young;Castion,61.0,61,2
Chet Baker,41.67,66,6
Chevelle,70.0,70,1
Chewie Melodies,45.17,49,6
Cheyenne Jackson,23.25,28,12
Chez Damier;Ron Trent,14.86,41,21
Chi Ching Ching;Sean Paul,30.0,35,3
CHIAKI SATO,0.0,0,2
Chiara Sasso,42.0,42,1
CHIC,23.43,66,7
Chicão do Piseiro,41.5,42,2
Chicão dos Teclados,39.91,45,11
Chicago,26.18,74,22
Chicago Symphony Orchestra;Claudio Abbado,0.0,0,1
Chicane;Bryan Adams,31.2,54,5
Chicano Batman,29.71,33,7
ChiChi Peralta,28.0,28,1
Chicken Dance Mix DJ's,8.6,10,5
Chicken Dance Party,8.0,8,1
Chickenfoot,38.0,38,1
Chiclete Com Banana,43.6,45,5
Chico Buarque,37.27,43,11
Chico César,42.67,45,9
Chico Getz,26.5,27,2
Chico Mann;Captain Planet,16.0,16,1
Chico Rey & Paraná,47.33,54,15
Chico Science;Nação Zumbi,40.36,45,11
Chico Teixeira,44.5,46,2
CHiCO with HoneyWorks,54.56,58,16
chief.,45.0,45,1
Chief Checker,17.0,17,1
Chilam,33.25,49,4
Children Collide,29.33,32,3
Children Of Bodom,48.12,62,17
Children's Music,37.5,44,2
Childrens DJ's,14.0,15,2
Chill Satellite,40.0,41,2
Chillies;Suni Hạ Linh;Rhymastic,61.0,61,1
Chillowfy,15.5,24,2
Chilly Gonzales;Johannes Bornlöf,8.33,25,6
Chimaira,6.75,27,12
Chimarruts,43.67,45,3
Chimbala,77.0,77,1
Chime,38.0,38,1
China Anne McClain;Disney,50.2,64,5
China Crisis,25.0,25,1
Chingadazo de Kung Fu,39.33,42,9
Chingo Bling,23.5,24,2
Chininha,52.0,52,1
Chinmayi;Gopi Sundar,59.0,59,1
Chino Laborde;Solo Tango Orquesta,18.25,20,4
Chino & Nacho,2.11,74,37
Chiodos,26.57,28,7
Chip E.,7.83,12,6
Chiquitines TV,48.0,48,1
Chiquito Team Band,29.0,30,4
Chisato Moritaka,20.6,23,5
Chitãozinho & Xororó,46.78,51,9
Chite,35.0,35,1
Chitharth,64.0,64,1
Chivirico Davila,28.0,28,2
Chixdiggit!,25.14,31,7
Chloé Czans,51.5,61,2
Chloé (Thévenin),30.5,44,2
Chloe Agnew,21.0,22,3
Chloe Doyle,59.0,59,1
chloe moriondo,0.0,0,6
Choi Yuree,57.0,57,2
Choice;Xamã,46.0,46,1
Choke;Ottavio Lourenço,43.0,43,2
Choking Victim,31.5,32,2
Chon,51.0,51,1
Choo Choo Soul,20.09,42,11
Chopade,60.0,60,1
Chord Overstreet,42.92,82,12
Chorus - Beauty And the Beast,20.5,24,2
Chorus - Hercules;Lillias White;Cheryl Freeman;LaChanze;Roz Ryan;Vaneese Thomas;Tawatha Agee;Disney,65.0,65,1
Chorus of Pinocchio,20.0,21,2
Chorus - Pocahontas;Mel Gibson,23.0,23,1
Chorus - Sleeping Beauty,21.0,24,2
Chorus - The Lion King 2: Simba's Pride,51.0,51,1
Chosen Few,16.0,16,1
ChouCho,43.0,43,1
Chowraasta,47.0,47,1
Chri$tian Gate$,61.4,73,5
Chris Andrian Yang,58.0,58,2
Chris Botti;Sting,0.0,0,1
Chris Brown,84.0,96,6
Chris Cornell,56.5,60,12
Chris & Cosey,19.0,19,1
Chris Cresswell,25.33,27,3
Chris D'Elia,24.5,25,2
Chris G.;Mc Sai;Sahi Siva,59.0,59,1
Chris Hardwick,22.8,25,5
Chris James,48.33,62,3
Chris Janson,0.06,1,16
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,4.52,88,69
Chris Keya;Celina,41.0,41,1
Chris Lake,57.53,67,19
Chris Lanzon,60.0,60,2
Chris Liebing;Miles Cooper Seaton;Ralf Hildenbeutel,18.0,18,1
Chris Lilley;Jonah Takalua,23.0,23,1
Chris Lorenzo;High Jinx,41.53,74,19
Chris Malinchak,55.5,59,4
Chris McClarney,51.0,54,3
Chris Montez,49.5,50,2
Chris Rea,0.14,1,7
Chris Robinson,22.33,23,3
Chris Spedding,19.0,19,1
Chris Stapleton,81.0,81,1
Chris Thile,21.25,23,4
Chris Tomlin,41.38,66,112
Christ Agony,18.0,18,1
Christer Sjögren,38.0,38,1
Christian Anders,31.0,31,1
Christian Borle,24.0,29,6
Christian Cambas;T78,55.0,55,1
Christian Death,24.0,25,2
Christian Finnegan,23.25,27,4
Christian French,63.5,64,2
Christian Kuria,64.25,67,4
Christian Löffler,50.0,57,30
Christian Lais,32.0,32,1
Christian Leave,68.5,74,4
Christian Peterson-Bergling,63.5,66,2
Christian Smith,0.0,0,1
Christina Novelli;Richard Durand,45.0,45,1
Christina Perri,20.67,81,15
Christine Ebersole,29.0,29,1
Christine Fan,49.5,52,2
Christine Leyser;Paula Seifert,25.0,25,1
Christoph Willibald Gluck;Karlheinz Zoeller;Berliner Philharmoniker;Herbert von Karajan,20.5,40,2
Christophe,24.0,24,2
Christopher Coe,0.0,0,1
Christopher Cross,52.0,71,4
Christopher Dicker,53.0,59,3
Christopher Fitzgerald;Kimiko Glenn;Waitress Original Broadway Cast Ensemble,31.5,63,2
Christopher Jackson;Lin-Manuel Miranda;Original Broadway Cast of Hamilton,57.4,64,5
Christopher Martin,60.0,60,1
Christopher Titus,22.42,27,19
Christopher Wong,17.17,27,6
Christopher Zondaflex Tyler,12.5,21,38
Christy Altomare,62.0,62,1
Christy Nockels,47.0,47,1
Chromatics,53.0,59,9
Chrome Sparks,58.0,58,1
Chronic Law,23.57,37,88
Chronixx,58.5,59,2
Chrystian & Ralf,46.8,51,5
CHTHONIC,17.0,17,1
Chubb Rock;Hitman Howie Tee,34.0,34,1
Chubby Checker,63.17,68,6
ChuChu TV,29.58,47,33
Chuck Berry,7.87,76,190
Chuck Ragan,26.67,28,3
Chuckie;ChildsPlay;Alkaline,47.0,47,1
Chulito Camacho,25.0,25,1
Chullo,57.0,57,1
Chumbawamba,34.0,66,2
Chuva Negra,30.0,30,1
Chuy Lizarraga y Su Banda Tierra Sinaloense,38.25,50,8
CHVRCHES,38.8,51,20
Chyi Chin,52.0,52,1
Ciaran Lavery,51.5,53,4
Cibo Matto,20.5,26,8
Cicco Sanchez;Casadilego,34.0,34,1
CID,42.71,64,17
Cid Rim,38.0,38,1
Cidadão Quem,43.0,43,1
Cidade Negra,43.0,46,9
Cidade Verde Sounds,30.69,41,16
Cidergirl,58.56,62,9
Cielo Razzo,36.5,37,2
Cielo Torres,31.0,32,2
Cigarettes After Sex,66.29,84,75
CIMBA;Mr.Low-D;DJ Law,38.0,38,1
Cinco;Josman,34.5,36,2
Cinderella,59.67,63,3
Cindy Combs,21.67,22,3
Cindy Yen;Jay Chou,46.0,46,1
Cine,45.0,45,1
cinema staff,50.5,51,2
Circa Survive,31.0,32,2
Circle Jerks,29.0,29,1
Circle Of Dead Children,10.0,10,1
Circle of Dust,4.0,4,1
Circle of Life,42.0,42,1
Circuito Musical,43.0,43,1
Circuladô de Fulô,43.0,48,2
Circulando De Fulo,39.0,39,2
Circus No. 9;Jeff Sipe,21.0,21,1
Ciro y los Persas,45.0,45,1
CIRRRCLE,20.0,20,1
CIRRUS,21.4,42,5
City Wolf,53.25,57,4
CIV,29.0,29,1
CIVIC,25.0,25,1
Civil Twilight,50.0,50,1
CIVILIAN,43.0,43,1
Civilní Obrana,36.0,36,2
Cixx,27.0,33,3
CKY,22.06,32,16
CL,66.0,66,1
Clément Leroux,59.0,59,1
Claire Kuo,33.4,54,5
Claire Lynch,22.0,22,1
Claire Rosinkranz,24.79,71,29
Clairo,76.27,81,11
Clan of Xymox,24.0,24,1
Clannad,23.5,29,20
Claptone;JAW,58.91,65,23
Clara Cava,37.0,38,2
Clara Mae,44.76,65,17
Clara Nunes,12.33,37,3
Clara Valverde,44.0,44,1
"Clarence ""Frogman"" Henry",55.0,55,1
Clarence White,23.0,25,4
Claribel Ramón,42.0,42,1
Clarice Falcão,43.5,46,8
ClariS,63.0,63,2
Clarx;Anikdote;Shiah Maisel;Catas;Le Malls;CHENDA,59.5,64,2
Classic,29.5,30,2
Claude Barzotti,32.0,32,1
Claude Debussy;Andrzej Cieplinski;Tymoteusz Bies,13.08,68,13
Claude-Michel Schönberg,23.33,27,3
Claude VonStroke,26.0,49,5
Claude Young,8.25,10,4
Claudia Jung,30.0,30,2
Claudia Koh,19.0,19,1
Claudia Leitte,43.0,43,1
Claudio Arrau,0.0,0,1
Claudio Estrada,24.0,31,5
Claudio Marciello,20.0,21,2
Claustrofobia,27.75,30,4
Clawfinger,25.0,25,1
Clay Walker,0.0,0,2
Clayton Queiroz,39.0,40,2
Clayton & Romário,47.4,56,15
Clea Vincent,49.0,49,1
Clean Bandit;A7S,26.37,76,129
Cleber & Alex;Tierry,50.0,50,1
Cleber & Cauan,50.0,50,1
Cleiton E Camargo,50.0,50,1
Clem Leek,51.0,54,2
Clementina De Jesus,37.0,37,1
Clementine Duo,55.0,56,2
Cleverson Silva,22.75,24,4
Cliff Martinez,45.5,48,4
Cliff Richard,6.93,53,14
Cliff Richard & The Drifters,33.0,33,1
Cliff Richard & The Shadows,35.5,47,8
Climie Fisher,29.5,66,4
Clint Is Quinn,51.0,55,2
Clint Mansell,47.8,53,10
Clinton Jackson,20.0,21,2
Clinton Kane,66.22,77,18
Clio,42.0,42,1
clipping.,46.0,46,1
CLMD;Tungevaag,61.0,61,1
Clockartz,21.5,23,2
Clonnex,55.5,57,2
Closehead,38.67,39,3
Cloud 11,51.0,51,2
Cloud Rat,6.75,14,4
Clovercroft Kids,48.0,48,1
CLS,21.0,21,1
Club des Belugas,0.0,0,1
Club Kuru,49.0,49,2
ClubDub,37.0,40,2
Clube Do Balanço,37.0,37,1
CLUBZ,35.0,35,1
Cluster,0.0,0,1
Clutch,0.0,0,4
Clyde McPhatter,38.0,38,1
CN,12.5,15,2
CNCO;Little Mix,64.0,73,10
Coach Bennet,41.0,41,1
Coach Kody,12.33,18,3
Coal Chamber,23.25,24,4
Cobra Skulls,29.0,37,2
Cobra Starship;Icona Pop;Rob Orton,23.67,71,3
Cock Robin,48.0,58,2
Cocktail Slippers,26.0,26,1
Coco & Breezy;Tara Carosielli,67.0,67,1
CoCo Lee,57.0,57,1
CoComelon,49.37,72,122
Code Black;Darren Styles,21.0,22,3
Codename Chinadoll,26.38,41,8
Cody;Heart;Mr. Primm;Scatter,11.75,26,12
Cody Fry,76.0,76,1
Cody Johnson,5.95,42,22
Cody Lovaas,52.67,57,3
Coffee Cub,58.0,59,3
Coffeekids;Tragedy 999,50.5,54,4
Coheed and Cambria,35.0,38,7
Coiffeur,35.0,35,1
COIN,35.25,72,4
Cokobi,65.0,65,1
Cola Jet Set,29.0,29,1
Cold,38.82,59,11
Cold Beat,26.0,26,1
Cold Blood,26.5,27,2
Cold Cave,25.5,29,2
Cold Confusion,22.5,24,2
Cold Hart;Lil Peep,62.0,65,4
Cold War Kids,58.78,67,9
Coldcut;Lisa Stansfield,24.4,39,5
Colde;Crush,59.0,59,1
Coldplay,7.2,85,15
coldrain;Ryo,59.33,61,6
Coldworker,12.0,12,2
Cole Swindell,4.25,82,20
Colette Lush,60.0,60,1
Colin & Caroline,44.5,55,2
Colin Donnell,23.5,25,4
Collabro,23.12,47,16
Collective Soul,63.0,70,5
College,48.0,54,3
Collide,24.0,24,1
Collie Buddz,24.57,58,7
Collin Raye,56.0,56,1
Colo de Deus,46.0,51,6
Colombo,11.62,18,13
Colonel Reyel,37.0,37,1
Colorstone,36.0,36,1
Colour Castle;Ruby Turner;Blake Leisurely,19.0,19,2
Columbine,34.0,35,4
Colyn,42.11,46,9
Coma,36.0,36,2
Comaduster,15.75,41,4
Combichrist,27.0,43,7
Comedian Bob Marley,20.5,21,2
Comisario Pantera;Luis Humberto Navejas,47.0,47,1
Commix,16.0,16,2
Commodores,18.25,75,12
Common Rider,32.0,32,1
Compa;Zapata El Fido,45.0,45,1
Companhia do Calypso,39.5,40,2
Company,21.33,23,3
"Company of SpongeBob SquarePants, The New Musical",32.5,34,2
COMPLEX,33.5,34,2
Compton's Most Wanted,56.0,56,1
Compulsive Gamblers,25.5,26,2
Comunidade Católica Shalom,44.5,45,2
Comunidade Evangélica de Maringá,51.0,51,2
Comunidade Evangélica Internacional da Zona Sul,43.33,46,3
Comunidade Nin-jitsu,38.0,41,2
Con Alma,60.67,62,3
Con Funk Shun,31.0,31,1
Conan,18.67,19,3
Conan Gray,87.0,87,1
Conan Osíris,16.33,18,3
Concept Art,21.5,22,2
Concord Dawn,21.0,21,1
Conde do Forró,41.6,46,5
ConeCrewDiretoria,46.38,49,8
Confess,4.7,27,33
Confession,23.0,23,1
Congo Natty;Conquering Lion;Super Cat;Reggie Stepper,17.75,25,8
Conjunto Berretin,18.5,21,2
Conjunto Chaney,30.25,32,4
Conjunto Clásico;Tito Nieves,28.33,31,3
Conjunto Ivoti,43.0,43,1
Conjure One;Rhys Fulber,44.75,55,4
Connate Exasperation,0.0,0,5
Conner Smith,0.67,1,3
Connie Francis,20.95,57,19
Connor Price,58.53,70,15
Connor Questa,24.0,24,1
CONNY,42.5,46,2
Conociendo Rusia,44.67,45,3
Conor Matthews,59.5,63,2
Conquer Divide,54.0,54,1
Conrado & Aleksandro,45.67,49,3
Conro,59.0,59,1
Conroy Smith,29.0,29,1
Consciência Humana,42.67,43,3
conscience,61.0,63,4
Consoul Trainin;Steven Aderinto;DuoViolins,35.86,60,7
Constance Demby,23.33,25,3
Contra,41.0,46,6
Control Freak,39.0,39,1
Convictions,24.0,24,1
convolk,56.7,61,10
Conway the Machine;Ludacris;JID,66.0,66,1
Cookie Monsta;Flux Pavilion;Koven,55.0,55,2
Cookiee Kawaii;Dear Silas,67.0,67,1
Cool Candys,29.0,29,2
Coolio;L.V.,70.75,89,4
COOLS,26.0,27,5
Cooltime Kids,7.89,48,61
Coone,37.3,62,10
Coqeéin Montana,35.0,35,2
Coral Kadmiel,25.0,27,2
Coral Palestrina,40.0,40,1
Coral Voice Soul,29.0,35,7
Coral Vozes Guerreiras,41.5,42,2
Corazón,31.0,31,1
CORBAL;Shiloh Dynasty;itssvd,59.67,70,9
Corey Hart,54.75,62,4
Corey Smith,41.0,41,1
Corinne Bailey Rae,29.58,77,12
Corneille,34.0,34,1
Cornelis Vreeswijk,37.33,38,3
Cornmeal,28.0,28,1
Coro Chile Canta,44.0,44,1
Coro - Pocahontas,22.0,26,3
Corporate Hearts,26.0,26,1
Correatown,38.0,38,1
Corroded,35.0,35,1
Corrosion Of Conformity,27.0,27,1
Cortex,25.0,27,2
Cortijo Y Su Combo;Ismael Rivera,32.0,32,1
Coruja Bc1,45.0,45,1
Corvad,34.5,49,4
Cory Asbury,53.92,70,13
Cosculluela,66.0,66,2
Cosmic Boys,12.25,49,4
Cosmic Gate;Diana Miro,24.82,56,17
Cosmic Psychos,32.0,33,4
Cosmonov,26.0,26,1
Cosmos People,23.0,23,1
Costa Gold;Haikaiss,45.0,46,2
Costa Mee,38.29,49,7
Coti,24.92,69,25
Cottonwood Firing Squad,44.0,44,1
COUCOU CHLOE,46.71,52,7
Count Five,56.0,56,2
Counterparts,25.0,25,1
Counting Crows,0.29,2,41
Counting Tides,60.0,60,1
Couple Skate,14.33,20,12
Courting,27.0,27,1
Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,26.0,26,3
Cowboy Copas,14.0,17,5
COY,61.0,61,1
Coyote Oldman,22.0,22,1
CPM 22,35.81,42,27
Cr3on;Marcus;Gwendolyne,46.0,46,1
Cr7z,41.0,41,1
Cradle Of Filth,32.98,54,41
Craft,17.0,17,1
Craig Armstrong,49.33,52,3
Craig David,50.27,71,15
Craig Ferguson,25.5,27,2
Craig Mack,0.0,0,4
Craig Ogden,0.0,0,1
Craig Shoemaker,21.0,22,2
Craig Urquhart,20.0,20,1
Craig Xen;XXXTENTACION,54.0,54,1
Crankdat,46.7,50,10
Crashville,42.0,42,1
CRASPORE,56.0,60,2
Crate Diggers,29.17,46,12
crayonine,42.0,42,1
Crazibiza,0.0,0,10
Crazy Ken Band,24.76,32,21
Crazy Krauts,18.0,18,1
Crazy Otto,11.0,11,1
Crazy P,27.0,28,3
Crazy Town,73.0,73,4
CrazyBoy,20.67,26,6
Cream,39.62,71,21
creamy;untrusted;11:11 Music Group,33.86,59,22
Creed,52.97,72,29
Creedence Clearwater Revival,13.68,84,25
Creep Hyp,33.29,41,45
Creepy Nuts,63.25,70,4
Cri-Cri,35.38,49,40
Crianças Diante do Trono,39.0,39,1
Crickets - Tinnitus Sleep Solution;Relaxing Music Therapy;4D Nature Recordings,33.0,33,1
Crimson Memoirs,58.0,59,2
Criolo,35.06,48,81
Cripple Bastards,15.43,22,7
Crishna;Anju Joseph,17.0,17,1
Crispy脆樂團,49.17,56,6
Criss & Ronny;Koffee el Kafetero;Zaider,39.0,39,1
Cristian,31.4,39,15
Cristian Castro,0.0,0,4
Cristina Máximo,50.0,50,1
Cristina Mel,41.17,44,6
Cristo Vivo,43.33,44,3
Cristoph;FEMME,54.67,58,3
Critical Mass,20.73,27,11
CRO,0.0,0,6
Crocodylus,29.5,30,2
Crooked Still,46.5,54,4
"Crosby, Stills & Nash",59.0,68,9
"Crosby, Stills, Nash & Young",59.88,68,8
Crossfade,67.0,70,2
Crowd Lu,57.67,65,3
Crown The Empire,0.0,0,4
Crows in the Rain,7.68,29,28
Cruachan,17.0,17,1
Cruel Force,19.5,23,4
Crumb,58.0,67,19
Crush,76.0,83,2
Cryex,21.6,22,5
Crying,20.0,20,1
Crypsis,21.5,22,2
Crypton;Unproven,31.0,31,1
Crystal Aikin,37.0,37,1
Crystal Castles,46.67,76,21
Crystal Lake,51.0,52,2
Crystal Mad,22.0,22,1
Crystal Waters;The Basement Boys,21.67,65,3
Crywolf,38.83,44,6
cryy;Snøw,50.0,50,2
Ctrl-Z;Freestylers;Navigator,15.0,17,2
CTS,32.0,32,1
Cuarteto La Púa;Victoria Di Raimondo,24.0,24,1
Cuba Cuba,37.0,37,1
Cubicolor,44.0,44,1
Cuca,45.0,45,1
Cuchillazo,35.0,35,1
Cuco Sánchez,27.31,42,45
Cuco Valoy,31.6,37,5
cucu;Shiloh,53.0,53,1
Cucuza Castiello,24.0,26,2
Cueio Limão,30.67,32,3
Cuencos Tibetanos Sonidos Relajantes,21.0,21,1
Cult Of Fire,37.0,37,1
Cults,81.0,81,2
Culture,31.0,31,1
Culture Beat,65.0,68,2
Culture Club,32.76,75,21
Culture Code;Karra,44.29,61,24
Culture Queen,11.0,12,2
Culture Shock,23.33,51,6
Cupid,17.85,63,52
Cupido,48.33,55,3
Curasbun,32.0,32,1
Curbi,60.25,67,4
Curren$y,0.0,0,4
Current Joys,76.0,76,1
Currents,55.55,59,11
Cursed Kingdom,0.0,0,3
Cursive,31.0,31,1
Curtis B;Agent K;Keith Mackenzie;DJ Fixx,11.0,11,1
Curtis Mayfield,0.0,0,6
Curtis Potter;Tony Booth;Darrell McCall,11.0,13,3
Cusco,48.0,48,1
Cut Chemist,20.33,22,3
Cut La Roc,3.0,3,1
Cut Off,52.25,57,4
Cut Worms,27.33,28,3
Cutting Crew,50.0,77,4
本間芽衣子（CV.茅野愛衣）;安城鳴子（CV.戸松 遥）;鶴見知利子（CV.早見沙織）,54.0,57,3
Cyantific;BLVCK CROWZ,23.0,23,2
Cybass,10.67,12,6
Cyber,20.5,21,2
Cyberbully Mom Club,51.0,54,2
Cybotron,15.5,43,10
Cyclo,29.78,36,41
Cyhra,54.0,55,2
Cylob,10.67,12,3
Cymande,37.4,56,5
Cyndi Lauper,46.18,79,11
Cyndi Wang,52.2,63,10
CYNHN,23.25,33,4
Cynthia Erivo,70.0,70,1
Cynthia Luz,43.89,47,9
cypherhound,40.0,40,1
Cypress Hill,65.5,75,4
Cyril Kamer,77.0,77,1
Cyril Mathews,59.0,59,1
Cyril Pahinui,21.0,21,2
Czeslaw Mozil;Katarzyna Łaska;Magdalena Wasylik,29.0,30,2
D-51,57.0,57,1
D.ACE,33.7,37,10
D'Arcangelo,11.5,13,2
D-Attack,22.0,25,2
D'banj,17.0,51,3
Düşbaz,41.0,41,1
D-Block & S-te-Fan,33.0,65,27
Débora Gonçalves;Lebo M.,19.0,19,1
D-Ceptor,31.5,35,6
D-Charged,29.67,45,3
Dødheimsgard,17.0,17,1
Dödsrit,17.0,17,1
D.F.C.,25.71,29,7
D-Formation;Saccao,40.0,40,1
D.I.T.C.;Big L;Fat Joe,59.0,59,1
D. Imman;Sean Roldan;Kalyani Nair,56.5,58,2
D.L. Hughley,21.17,23,6
D-Major;Rytikal,24.0,24,1
D’MASIV,33.31,65,16
D-Mind,21.0,22,2
Dënver,36.0,37,2
D.O.,66.0,66,2
Dúo Ayacucho,26.88,31,8
D.O.D,50.79,71,19
Dúo Hnos. Gaitán Castro,25.64,33,11
Dúo Karma,40.0,41,2
Dúo Romances,25.4,30,5
Dúo Wayra,24.0,26,2
Dört X Dört,41.0,41,1
Düş Sokağı Sakinleri,33.67,35,3
D-Sturb;Sefa,37.33,56,6
D'yani,28.5,30,2
Da-iCE,60.0,60,1
Da Melhor Qualidade,42.5,43,2
Da Poet,43.5,44,2
Da Problem Solvas,31.0,31,1
DA PUMP,27.29,41,7
Da Real Emkay,28.0,28,1
Da Tweekaz,45.81,64,16
DA Uzi,32.67,34,3
Da'ville,40.0,40,1
DaBaby,0.25,1,4
Dabin;Claire Ridgely,44.0,51,30
Dabzee;SA,43.5,72,10
Dada Life,58.0,58,1
Daddy Shaq;Rubba Bend,38.0,38,1
